Motor Current,Command Current
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
401.0,400
400.0,400
401.0,400
401.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
398.0,400
396.0,400
399.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
396.0,400
397.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
401.0,400
399.0,400
400.0,400
399.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
398.0,400
399.0,400
398.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
397.0,400
399.0,400
398.0,400
397.0,400
397.0,400
399.0,400
398.0,400
398.0,400
398.0,400
396.0,400
400.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
397.0,400
399.0,400
397.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
397.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
400.0,400
400.0,400
402.0,400
400.0,400
401.0,400
400.0,400
402.0,400
399.0,400
397.0,400
398.0,400
398.0,400
399.0,400
397.0,400
397.0,400
397.0,400
397.0,400
395.0,400
396.0,400
396.0,400
397.0,400
397.0,400
397.0,400
396.0,400
398.0,400
399.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
399.0,400
400.0,400
397.0,400
399.0,400
400.0,400
399.0,400
401.0,400
400.0,400
399.0,400
401.0,400
401.0,400
401.0,400
401.0,400
400.0,400
400.0,400
400.0,400
398.0,400
398.0,400
396.0,400
397.0,400
396.0,400
396.0,400
395.0,400
397.0,400
397.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
396.0,400
397.0,400
397.0,400
397.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
397.0,400
399.0,400
397.0,400
397.0,400
399.0,400
399.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
400.0,400
401.0,400
401.0,400
401.0,400
402.0,400
401.0,400
401.0,400
402.0,400
400.0,400
400.0,400
400.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
396.0,400
396.0,400
396.0,400
397.0,400
397.0,400
395.0,400
397.0,400
397.0,400
399.0,400
398.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
401.0,400
401.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
396.0,400
398.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
398.0,400
399.0,400
398.0,400
397.0,400
400.0,400
400.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
397.0,400
397.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
401.0,400
402.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
401.0,400
400.0,400
400.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
397.0,400
396.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
400.0,400
398.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
402.0,400
401.0,400
401.0,400
400.0,400
400.0,400
401.0,400
402.0,400
400.0,400
402.0,400
401.0,400
402.0,400
401.0,400
401.0,400
401.0,400
401.0,400
400.0,400
398.0,400
398.0,400
397.0,400
396.0,400
397.0,400
396.0,400
397.0,400
396.0,400
397.0,400
397.0,400
397.0,400
397.0,400
395.0,400
395.0,400
395.0,400
399.0,400
397.0,400
398.0,400
399.0,400
398.0,400
400.0,400
399.0,400
397.0,400
398.0,400
399.0,400
399.0,400
397.0,400
398.0,400
400.0,400
399.0,400
398.0,400
400.0,400
398.0,400
398.0,400
397.0,400
399.0,400
400.0,400
400.0,400
401.0,400
399.0,400
401.0,400
401.0,400
404.0,400
401.0,400
400.0,400
399.0,400
400.0,400
398.0,400
398.0,400
395.0,400
395.0,400
396.0,400
395.0,400
394.0,400
394.0,400
395.0,400
396.0,400
395.0,400
396.0,400
398.0,400
398.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
397.0,400
398.0,400
399.0,400
399.0,400
397.0,400
399.0,400
397.0,400
397.0,400
397.0,400
399.0,400
399.0,400
398.0,400
397.0,400
399.0,400
398.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
396.0,400
397.0,400
396.0,400
396.0,400
395.0,400
397.0,400
397.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
397.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
400.0,400
398.0,400
399.0,400
400.0,400
400.0,400
397.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
400.0,400
402.0,400
400.0,400
401.0,400
402.0,400
401.0,400
400.0,400
398.0,400
398.0,400
399.0,400
399.0,400
397.0,400
398.0,400
397.0,400
396.0,400
397.0,400
396.0,400
398.0,400
396.0,400
395.0,400
398.0,400
398.0,400
397.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
401.0,400
400.0,400
398.0,400
401.0,400
401.0,400
399.0,400
400.0,400
399.0,400
401.0,400
399.0,400
397.0,400
399.0,400
398.0,400
398.0,400
397.0,400
398.0,400
395.0,400
397.0,400
396.0,400
394.0,400
397.0,400
398.0,400
397.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
399.0,400
399.0,400
397.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
401.0,400
399.0,400
398.0,400
400.0,400
400.0,400
398.0,400
398.0,400
398.0,400
397.0,400
398.0,400
397.0,400
396.0,400
396.0,400
396.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
396.0,400
396.0,400
396.0,400
397.0,400
398.0,400
396.0,400
396.0,400
398.0,400
399.0,400
401.0,400
400.0,400
400.0,400
400.0,400
398.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
402.0,400
402.0,400
401.0,400
401.0,400
400.0,400
401.0,400
401.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
398.0,400
398.0,400
397.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
396.0,400
397.0,400
398.0,400
398.0,400
396.0,400
396.0,400
398.0,400
400.0,400
399.0,400
398.0,400
400.0,400
400.0,400
399.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
398.0,400
398.0,400
401.0,400
399.0,400
397.0,400
400.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
396.0,400
395.0,400
396.0,400
394.0,400
394.0,400
397.0,400
394.0,400
396.0,400
397.0,400
398.0,400
397.0,400
397.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
401.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
401.0,400
401.0,400
402.0,400
400.0,400
399.0,400
403.0,400
402.0,400
400.0,400
400.0,400
399.0,400
399.0,400
402.0,400
399.0,400
398.0,400
397.0,400
398.0,400
397.0,400
398.0,400
396.0,400
397.0,400
397.0,400
397.0,400
398.0,400
398.0,400
396.0,400
398.0,400
399.0,400
399.0,400
400.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
397.0,400
397.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
401.0,400
402.0,400
401.0,400
400.0,400
402.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
398.0,400
398.0,400
397.0,400
396.0,400
397.0,400
397.0,400
396.0,400
398.0,400
397.0,400
396.0,400
398.0,400
398.0,400
397.0,400
396.0,400
397.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
396.0,400
399.0,400
400.0,400
398.0,400
400.0,400
400.0,400
399.0,400
400.0,400
398.0,400
399.0,400
399.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
397.0,400
397.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
399.0,400
399.0,400
401.0,400
400.0,400
399.0,400
400.0,400
398.0,400
400.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
397.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
400.0,400
402.0,400
401.0,400
399.0,400
401.0,400
399.0,400
399.0,400
400.0,400
400.0,400
401.0,400
400.0,400
398.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
395.0,400
397.0,400
397.0,400
397.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
396.0,400
397.0,400
397.0,400
396.0,400
396.0,400
395.0,400
396.0,400
398.0,400
396.0,400
395.0,400
396.0,400
396.0,400
396.0,400
395.0,400
395.0,400
397.0,400
398.0,400
396.0,400
396.0,400
397.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
401.0,400
400.0,400
400.0,400
400.0,400
400.0,400
402.0,400
400.0,400
399.0,400
398.0,400
397.0,400
397.0,400
398.0,400
396.0,400
396.0,400
398.0,400
397.0,400
396.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
397.0,400
398.0,400
400.0,400
400.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
401.0,400
401.0,400
402.0,400
401.0,400
400.0,400
398.0,400
398.0,400
397.0,400
396.0,400
396.0,400
397.0,400
396.0,400
396.0,400
398.0,400
397.0,400
397.0,400
398.0,400
396.0,400
397.0,400
397.0,400
397.0,400
397.0,400
397.0,400
397.0,400
398.0,400
397.0,400
397.0,400
398.0,400
399.0,400
396.0,400
398.0,400
398.0,400
397.0,400
398.0,400
397.0,400
397.0,400
399.0,400
398.0,400
398.0,400
400.0,400
401.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
397.0,400
396.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
397.0,400
398.0,400
396.0,400
395.0,400
397.0,400
397.0,400
396.0,400
397.0,400
396.0,400
396.0,400
396.0,400
398.0,400
399.0,400
397.0,400
397.0,400
398.0,400
400.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
398.0,400
399.0,400
399.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
400.0,400
399.0,400
400.0,400
401.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
397.0,400
397.0,400
396.0,400
396.0,400
395.0,400
397.0,400
396.0,400
396.0,400
396.0,400
398.0,400
396.0,400
395.0,400
397.0,400
397.0,400
396.0,400
398.0,400
397.0,400
398.0,400
397.0,400
397.0,400
398.0,400
397.0,400
397.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
400.0,400
400.0,400
402.0,400
401.0,400
402.0,400
403.0,400
401.0,400
401.0,400
401.0,400
401.0,400
398.0,400
400.0,400
399.0,400
397.0,400
399.0,400
395.0,400
397.0,400
396.0,400
396.0,400
397.0,400
397.0,400
396.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
396.0,400
397.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
397.0,400
397.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
401.0,400
402.0,400
401.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
398.0,400
398.0,400
397.0,400
397.0,400
396.0,400
397.0,400
396.0,400
395.0,400
397.0,400
396.0,400
394.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
401.0,400
401.0,400
400.0,400
402.0,400
401.0,400
401.0,400
400.0,400
398.0,400
400.0,400
399.0,400
399.0,400
398.0,400
399.0,400
400.0,400
398.0,400
398.0,400
398.0,400
397.0,400
398.0,400
396.0,400
395.0,400
395.0,400
398.0,400
397.0,400
396.0,400
397.0,400
397.0,400
397.0,400
399.0,400
398.0,400
397.0,400
397.0,400
398.0,400
397.0,400
400.0,400
397.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
401.0,400
399.0,400
396.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
401.0,400
401.0,400
400.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
396.0,400
396.0,400
395.0,400
397.0,400
396.0,400
396.0,400
395.0,400
396.0,400
398.0,400
396.0,400
395.0,400
396.0,400
396.0,400
396.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
397.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
397.0,400
398.0,400
397.0,400
397.0,400
396.0,400
395.0,400
395.0,400
396.0,400
396.0,400
396.0,400
398.0,400
396.0,400
397.0,400
397.0,400
396.0,400
398.0,400
397.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
399.0,400
398.0,400
398.0,400
400.0,400
400.0,400
399.0,400
397.0,400
399.0,400
399.0,400
399.0,400
397.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
396.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
396.0,400
398.0,400
398.0,400
399.0,400
396.0,400
397.0,400
397.0,400
398.0,400
398.0,400
400.0,400
398.0,400
400.0,400
400.0,400
401.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
397.0,400
398.0,400
396.0,400
396.0,400
395.0,400
397.0,400
397.0,400
395.0,400
397.0,400
398.0,400
395.0,400
398.0,400
398.0,400
397.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
400.0,400
401.0,400
401.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
398.0,400
399.0,400
398.0,400
397.0,400
397.0,400
395.0,400
396.0,400
397.0,400
397.0,400
397.0,400
397.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
398.0,400
400.0,400
399.0,400
400.0,400
398.0,400
397.0,400
400.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
398.0,400
397.0,400
398.0,400
396.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
394.0,400
396.0,400
396.0,400
396.0,400
396.0,400
394.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
400.0,400
398.0,400
400.0,400
399.0,400
398.0,400
399.0,400
398.0,400
400.0,400
401.0,400
400.0,400
400.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
396.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
396.0,400
397.0,400
397.0,400
396.0,400
397.0,400
398.0,400
397.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
399.0,400
400.0,400
399.0,400
400.0,400
399.0,400
399.0,400
400.0,400
402.0,400
398.0,400
399.0,400
399.0,400
398.0,400
397.0,400
398.0,400
396.0,400
396.0,400
394.0,400
394.0,400
396.0,400
395.0,400
396.0,400
395.0,400
394.0,400
396.0,400
396.0,400
396.0,400
398.0,400
397.0,400
399.0,400
399.0,400
398.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
397.0,400
399.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
399.0,400
398.0,400
397.0,400
395.0,400
397.0,400
394.0,400
395.0,400
394.0,400
394.0,400
395.0,400
396.0,400
394.0,400
395.0,400
397.0,400
396.0,400
397.0,400
397.0,400
397.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
399.0,400
400.0,400
398.0,400
398.0,400
397.0,400
399.0,400
397.0,400
398.0,400
398.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
400.0,400
401.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
401.0,400
401.0,400
400.0,400
401.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
400.0,400
398.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
399.0,400
401.0,400
400.0,400
399.0,400
398.0,400
397.0,400
398.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
397.0,400
396.0,400
397.0,400
397.0,400
395.0,400
395.0,400
397.0,400
398.0,400
399.0,400
400.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
396.0,400
397.0,400
398.0,400
399.0,400
397.0,400
399.0,400
398.0,400
400.0,400
401.0,400
400.0,400
397.0,400
397.0,400
398.0,400
397.0,400
396.0,400
396.0,400
395.0,400
396.0,400
395.0,400
396.0,400
397.0,400
394.0,400
395.0,400
397.0,400
396.0,400
397.0,400
397.0,400
396.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
400.0,400
399.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
398.0,400
397.0,400
397.0,400
397.0,400
399.0,400
396.0,400
396.0,400
396.0,400
396.0,400
395.0,400
396.0,400
396.0,400
395.0,400
396.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
398.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
398.0,400
397.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
397.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
397.0,400
396.0,400
397.0,400
396.0,400
394.0,400
394.0,400
392.0,400
394.0,400
395.0,400
396.0,400
395.0,400
396.0,400
396.0,400
396.0,400
396.0,400
395.0,400
397.0,400
397.0,400
397.0,400
397.0,400
396.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
400.0,400
400.0,400
398.0,400
400.0,400
400.0,400
401.0,400
400.0,400
401.0,400
400.0,400
401.0,400
399.0,400
401.0,400
400.0,400
399.0,400
397.0,400
397.0,400
398.0,400
396.0,400
394.0,400
397.0,400
395.0,400
395.0,400
395.0,400
396.0,400
397.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
397.0,400
399.0,400
399.0,400
398.0,400
400.0,400
398.0,400
399.0,400
400.0,400
400.0,400
401.0,400
400.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
400.0,400
397.0,400
398.0,400
398.0,400
396.0,400
397.0,400
396.0,400
395.0,400
396.0,400
396.0,400
395.0,400
396.0,400
395.0,400
397.0,400
398.0,400
397.0,400
397.0,400
398.0,400
399.0,400
398.0,400
399.0,400
399.0,400
398.0,400
400.0,400
399.0,400
398.0,400
398.0,400
399.0,400
398.0,400
398.0,400
400.0,400
399.0,400
399.0,400
398.0,400
401.0,400
402.0,400
400.0,400
400.0,400
401.0,400
400.0,400
401.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
397.0,400
400.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
398.0,400
395.0,400
395.0,400
395.0,400
396.0,400
397.0,400
396.0,400
397.0,400
398.0,400
397.0,400
397.0,400
397.0,400
398.0,400
398.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
399.0,400
400.0,400
397.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
400.0,400
400.0,400
399.0,400
400.0,400
401.0,400
400.0,400
399.0,400
400.0,400
401.0,400
402.0,400
401.0,400
398.0,400
399.0,400
398.0,400
398.0,400
397.0,400
397.0,400
396.0,400
396.0,400
394.0,400
396.0,400
396.0,400
395.0,400
396.0,400
396.0,400
396.0,400
397.0,400
398.0,400
398.0,400
399.0,400
397.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
396.0,400
398.0,400
398.0,400
397.0,400
398.0,400
397.0,400
398.0,400
398.0,400
400.0,400
399.0,400
399.0,400
398.0,400
397.0,400
398.0,400
396.0,400
395.0,400
396.0,400
395.0,400
397.0,400
397.0,400
397.0,400
399.0,400
399.0,400
398.0,400
400.0,400
401.0,400
398.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
398.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
399.0,400
400.0,400
399.0,400
399.0,400
399.0,400
397.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
399.0,400
400.0,400
398.0,400
399.0,400
399.0,400
400.0,400
398.0,400
396.0,400
396.0,400
397.0,400
398.0,400
398.0,400
397.0,400
397.0,400
398.0,400
397.0,400
398.0,400
400.0,400
399.0,400
399.0,400
399.0,400
398.0,400
397.0,400
399.0,400
399.0,400
399.0,400
399.0,400
399.0,400
401.0,400
401.0,400
398.0,400
399.0,400
398.0,400
399.0,400
397.0,400
399.0,400
401.0,400
401.0,400
400.0,400
399.0,400
399.0,400
400.0,400
398.0,400
396.0,400
396.0,400
398.0,400
398.0,400
399.0,400
399.0,400
400.0,400
401.0,400
400.0,400
399.0,400
398.0,400
398.0,400
398.0,400
399.0,400
397.0,400
396.0,400
398.0,400
398.0,400
398.0,400
397.0,400
397.0,400
398.0,400
398.0,400
397.0,400
398.0,400
396.0,400
398.0,400
398.0,400
398.0,400
399.0,400
399.0,400
399.0,400
400.0,400
400.0,400
400.0,400
401.0,400
399.0,400
399.0,400
400.0,400
399.0,400
398.0,400
398.0,400
399.0,400
400.0,400
399.0,400
398.0,400
399.0,400
399.0,400
399.0,400
398.0,400
398.0,400
399.0,400
400.0,400
400.0,400
399.0,400
399.0,400
399.0,400
399.0,400
397.0,400
397.0,400
396.0,400
395.0,400
397.0,400
395.0,400
394.0,400
396.0,400
397.0,400
398.0,400
398.0,400
396.0,400
